features,n_features,train_mae,test_mae,train_rmse,test_rmse
"('rolling_24_std', 'lag_1', 'lag_24', 'month', 'year')",5,0.422032795200148,0.4207026252187057,1.1246278300378822,1.1204544229164506
"('rolling_24_std', 'lag_1', 'lag_24', 'day', 'year', 'quarter')",6,0.42203533479449407,0.42070676016799335,1.1246257726854105,1.1204534215348134
"('rolling_24_std', 'lag_1', 'lag_24', 'year', 'quarter')",5,0.42203594387888865,0.4207071472038379,1.1246259786195512,1.120452187257782
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'day', 'year')",6,0.42211868137905867,0.4207895910798107,1.1243335910837038,1.1201636737678797
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'year')",5,0.4221196099977744,0.4207905336646412,1.1243337639045712,1.1201624760088578
"('rolling_24_std', 'lag_1', 'lag_24', 'dayofweek', 'year')",5,0.4221377219753409,0.420811038940243,1.1246040804587778,1.1204345631096309
"('rolling_24_std', 'lag_1', 'lag_24', 'dayofweek', 'day', 'year')",6,0.4221376831090418,0.420811128790527,1.1246039284861244,1.1204356474406012
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'month', 'day', 'year')",7,0.4221371616081599,0.42081281855930275,1.124329887915772,1.120155643376598
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'month', 'day', 'year', 'quarter')",8,0.4221377558103928,0.4208136767845722,1.1243242482965408,1.120152717127894
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'month', 'year')",6,0.42213787721660584,0.42081368398016605,1.1243300873064925,1.1201543864527261
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'month', 'year', 'quarter')",7,0.42213837689686606,0.42081450470262305,1.1243244520027256,1.120151443945648
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek')",5,0.422137783585332,0.4208161274153086,1.1243116471186803,1.1201371580460842
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'day')",6,0.422138050036876,0.42081619171689394,1.1243114165086627,1.120138506008453
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'day', 'year', 'quarter')",7,0.4221416052541502,0.4208185945314664,1.1243276522312138,1.1201530796529968
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'year', 'quarter')",6,0.42214235830157676,0.42081953520064896,1.1243278590729704,1.1201517997107395
"('rolling_24_std', 'lag_1', 'lag_24', 'dayofweek', 'month', 'year', 'quarter')",7,0.42214686498409265,0.4208241672594858,1.1245960694209085,1.120425024458168
"('rolling_24_std', 'lag_1', 'lag_24', 'dayofweek', 'month', 'day', 'year', 'quarter')",8,0.4221469678621485,0.4208242408663186,1.1245958915865473,1.1204261730557614
"('rolling_24_mean', 'lag_1', 'quarter')",3,0.42232205519190164,0.4208258550599393,1.1231404460600094,1.119036580693373
"('rolling_24_mean', 'lag_1', 'month')",3,0.4223223304904967,0.4208263634528352,1.1231421501362693,1.1190386861069364
"('rolling_24_mean', 'lag_1', 'day', 'quarter')",4,0.42232304235318413,0.4208273261273511,1.1231401639453569,1.1190380878549604
"('rolling_24_mean', 'lag_1', 'month', 'day')",4,0.42232334442588404,0.4208280043802665,1.1231418758314902,1.1190401707050641
"('rolling_24_std', 'lag_1', 'lag_24', 'dayofweek', 'month', 'day', 'year')",7,0.42215167628163425,0.4208284394591091,1.1246009900347471,1.120428827489038
"('rolling_24_std', 'lag_1', 'lag_24', 'dayofweek', 'month', 'year')",6,0.4221517883072224,0.420828484693528,1.124601164150275,1.1204276932978625
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'month')",6,0.422146830697609,0.4208290213896325,1.1243089892836053,1.1201305597033082
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'month', 'day')",7,0.4221469245766061,0.42082906824655025,1.124308728060902,1.1201319556870757
"('rolling_24_mean', 'lag_1', 'month', 'quarter')",4,0.42232424215254055,0.42082908356906995,1.1231379227684906,1.119037123738813
"('rolling_24_mean', 'lag_1', 'month', 'day', 'quarter')",5,0.42232547651879637,0.4208306493846612,1.1231376475266557,1.1190386147016538
"('rolling_24_std', 'lag_1', 'lag_24', 'dayofweek', 'day', 'year', 'quarter')",7,0.4221543048967724,0.420831974182672,1.1245990668899415,1.120426508556798
"('rolling_24_std', 'lag_1', 'lag_24', 'dayofweek', 'year', 'quarter')",6,0.42215450461008625,0.42083210900057366,1.1245992476406288,1.1204253532322124
"('rolling_24_mean', 'lag_1')",2,0.4223282881068049,0.4208334153755213,1.1231450681857702,1.1190464028995217
"('rolling_24_mean', 'lag_1', 'day')",3,0.42232941963914283,0.42083503240124726,1.1231448268020432,1.1190478372950439
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'quarter')",6,0.4221523039902512,0.42083503748197676,1.1243067820861687,1.1201277278059163
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'day', 'quarter')",7,0.42215249734007165,0.42083526271290206,1.1243065106866292,1.1201291505656659
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'month', 'quarter')",7,0.42215692935289567,0.4208369743663283,1.1243022013429096,1.1201268022161408
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'month', 'day', 'quarter')",8,0.4221574731372065,0.4208371265747572,1.1243019390909093,1.120128205665682
"('rolling_24_mean', 'lag_1', 'lag_24', 'quarter')",4,0.42241483646610545,0.4209396833138736,1.123087251418527,1.1190062530730567
"('rolling_24_mean', 'lag_1', 'lag_24', 'month')",4,0.42241527884588614,0.4209400659900826,1.1230889024201631,1.1190082859349073
"('rolling_24_mean', 'lag_1', 'lag_24', 'day', 'quarter')",5,0.4224159234252384,0.42094147045964403,1.1230869736955185,1.1190077321998488
"('rolling_24_mean', 'lag_1', 'lag_24', 'month', 'day')",5,0.4224163222393644,0.42094179161043827,1.1230886323385154,1.1190097429839103
"('rolling_24_mean', 'lag_1', 'lag_24', 'month', 'quarter')",5,0.4224168264811669,0.42094244183191626,1.1230847987781014,1.1190068220069633
"('rolling_24_mean', 'lag_1', 'month', 'year', 'quarter')",5,0.422436336204162,0.42094250833980884,1.123131207501294,1.1190328322668952
"('rolling_24_mean', 'lag_1', 'month', 'day', 'year', 'quarter')",6,0.42243666358896054,0.4209430890882777,1.1231310069101763,1.119034131819934
"('rolling_24_mean', 'lag_1', 'lag_24', 'month', 'day', 'quarter')",6,0.4224180422871617,0.4209441145858594,1.1230845277754808,1.1190082853068721
"('rolling_24_mean', 'lag_1', 'year', 'quarter')",4,0.42243938477742604,0.420944267112365,1.123133145739344,1.1190321888296069
"('rolling_24_mean', 'lag_1', 'day', 'year', 'quarter')",5,0.42243961216686177,0.42094467937271157,1.1231329427838097,1.1190334943159397
"('rolling_24_mean', 'lag_1', 'month', 'year')",4,0.422440648152795,0.4209456485358013,1.1231348757096835,1.1190341181603745
"('rolling_24_mean', 'lag_1', 'month', 'day', 'year')",5,0.42244084826870704,0.42094605926664,1.1231346785617013,1.1190354041109063
"('rolling_24_mean', 'lag_1', 'lag_24')",3,0.42242082817332793,0.42094611244959185,1.1230917206562758,1.1190157660752955
"('rolling_24_mean', 'lag_1', 'lag_24', 'day')",4,0.42242204252590987,0.42094803469785796,1.123091482691878,1.119017174610389
"('rolling_24_mean', 'lag_1', 'year')",3,0.4224421540471329,0.420949119046138,1.1231386919592472,1.1190432083570947
"('rolling_24_mean', 'lag_1', 'day', 'year')",4,0.42244238907503107,0.4209496186600963,1.1231385217651308,1.1190444335944882
"('rolling_24_mean', 'lag_1', 'dayofweek', 'quarter')",4,0.42245231978799097,0.4209604001422024,1.1231238851507321,1.1190195744536957
"('rolling_24_mean', 'lag_1', 'dayofweek', 'month')",4,0.42245369206700434,0.4209615666790028,1.1231256425988123,1.1190217652128356
"('rolling_24_mean', 'lag_1', 'dayofweek', 'day', 'quarter')",5,0.42245373813683,0.4209618262680659,1.1231236264726656,1.1190210171563193
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'day', 'year')",7,0.4222887720310011,0.4209628462080432,1.1243020290756174,1.1201324196297004
"('rolling_24_mean', 'lag_1', 'dayofweek', 'month', 'day')",5,0.4224550506436788,0.4209630077569253,1.1231253915409052,1.1190231851109753
"('rolling_24_mean', 'lag_1', 'dayofweek', 'month', 'quarter')",5,0.4224542936307938,0.42096308920025194,1.1231212348835318,1.1190200448427803
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'year')",6,0.4222890738634817,0.42096328795965116,1.124302176666227,1.120131313410753
"('rolling_24_mean', 'lag_1', 'dayofweek', 'month', 'day', 'quarter')",6,0.4224557354179777,0.42096438143140835,1.123120983035523,1.119021470685848
"('rolling_24_mean', 'lag_1', 'dayofweek')",3,0.42246124545797986,0.4209685092514363,1.1231285992378603,1.119029568572496
"('rolling_24_mean', 'lag_1', 'dayofweek', 'day')",4,0.42246258519312146,0.4209698467376112,1.1231283798007579,1.1190309359882298
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'month', 'day', 'year', 'quarter')",9,0.4223060731086521,0.42098432856380297,1.124292347985177,1.1201210991137982
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'month', 'year', 'quarter')",8,0.42230621033648946,0.42098478566837544,1.1242925243097546,1.1201199154212973
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'month', 'day', 'year')",8,0.42230552583938774,0.42098534075211336,1.1242982891069013,1.1201243077001266
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'month', 'year')",7,0.42230594923225667,0.42098579424828536,1.124298461438221,1.1201231400113947
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'day', 'year', 'quarter')",8,0.4223101967503039,0.4209907307477791,1.1242959715061063,1.1201216189863874
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'year', 'quarter')",7,0.4223106198485872,0.4209911316118916,1.1242961509347493,1.1201204278324521
"('rolling_24_mean', 'lag_1', 'hour')",3,0.42250559513842867,0.4210223472200838,1.1229242385302158,1.1188252807947885
"('rolling_24_mean', 'lag_1', 'hour', 'day')",4,0.42250674337091465,0.42102392447074305,1.1229239944178946,1.1188267584156482
"('rolling_24_mean', 'lag_1', 'hour', 'month')",4,0.4225043757451515,0.42102398624534226,1.1229206827239604,1.1188164597982306
"('rolling_24_mean', 'lag_1', 'hour', 'month', 'day')",5,0.4225054705409385,0.4210256033081668,1.122920401953766,1.1188179979301658
"('rolling_24_mean', 'lag_1', 'hour', 'quarter')",4,0.42250669440803146,0.42102677320263604,1.1229186662589812,1.118814056290392
"('rolling_24_mean', 'lag_1', 'hour', 'day', 'quarter')",5,0.4225079726181649,0.4210285652336964,1.1229183770087552,1.118815618983796
"('rolling_24_mean', 'lag_1', 'hour', 'month', 'quarter')",5,0.4225129839418237,0.4210325774892174,1.1229157699963173,1.1188144924310757
"('rolling_24_mean', 'lag_1', 'hour', 'month', 'day', 'quarter')",6,0.42251449434164656,0.42103438058272374,1.1229154881935588,1.118816037614208
"('rolling_24_mean', 'lag_1', 'lag_24', 'month', 'year', 'quarter')",6,0.4225278357392364,0.4210524990967584,1.1230782994475226,1.1190027021133233
"('rolling_24_mean', 'lag_1', 'lag_24', 'month', 'day', 'year', 'quarter')",7,0.42252798401803565,0.421053081422538,1.1230781013590994,1.1190039791623456
"('rolling_24_mean', 'lag_1', 'lag_24', 'year', 'quarter')",5,0.42253122916487657,0.42105503829380636,1.1230801846498817,1.1190020423330023
"('rolling_24_mean', 'lag_1', 'lag_24', 'day', 'year', 'quarter')",6,0.4225313218633066,0.4210555316089213,1.1230799842455206,1.119003325169764
"('rolling_24_mean', 'lag_1', 'lag_24', 'month', 'year')",5,0.4225325556776614,0.42105620848775893,1.1230818612941464,1.1190039032683612
"('rolling_24_mean', 'lag_1', 'lag_24', 'month', 'day', 'year')",6,0.4225326488990834,0.4210567314738639,1.1230816665799148,1.1190051670070764
"('rolling_24_mean', 'lag_1', 'lag_24', 'year')",4,0.42253330942674266,0.4210578884422366,1.1230855482974762,1.1190127131265595
"('rolling_24_mean', 'lag_1', 'lag_24', 'day', 'year')",5,0.42253353090487417,0.4210585276156347,1.123085379926293,1.1190139180983274
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'quarter')",5,0.4225407455373613,0.4210687977046427,1.123071292867036,1.118989721066713
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'month')",5,0.4225419564969926,0.4210698662234371,1.123072995711341,1.1189918370495815
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'month', 'quarter')",6,0.42254316096212685,0.4210705700676969,1.123068716931098,1.118990219902215
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'day', 'quarter')",6,0.4225423397555704,0.42107065765296114,1.123071037953464,1.1189911378501054
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'month', 'day')",6,0.42254348326526897,0.4210716687608086,1.1230727482571363,1.1189932315210211
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'month', 'day', 'quarter')",7,0.42254476722278195,0.4210724015479003,1.123068468699664,1.1189916202154717
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek')",4,0.42254970826776206,0.42107612399922045,1.1230758517336021,1.1189994024937004
"('rolling_24_mean', 'lag_1', 'dayofweek', 'month', 'year', 'quarter')",6,0.4225678677856283,0.42107780949354534,1.123114506773359,1.1190157907505294
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'day')",5,0.42255120628633247,0.4210778415705389,1.123075635147847,1.119000746229683
"('rolling_24_mean', 'lag_1', 'dayofweek', 'month', 'day', 'year', 'quarter')",7,0.42256836412984317,0.42107867805923593,1.123114326156808,1.119017023378285
"('rolling_24_mean', 'lag_1', 'dayofweek', 'year', 'quarter')",5,0.4225703798829932,0.4210797984203764,1.1231165557263223,1.119015206302116
"('rolling_24_mean', 'lag_1', 'dayofweek', 'day', 'year', 'quarter')",6,0.4225708999910944,0.42108068666143206,1.1231163727365459,1.1190164453177451
"('rolling_24_mean', 'lag_1', 'dayofweek', 'month', 'year')",5,0.42257159519516274,0.4210811291771081,1.1231183424508357,1.1190172236019191
"('rolling_24_mean', 'lag_1', 'dayofweek', 'month', 'day', 'year')",6,0.4225720337395739,0.42108183620978384,1.123118165075905,1.1190184428443624
"('rolling_24_mean', 'lag_1', 'dayofweek', 'year')",4,0.4225742212778926,0.42108414774772845,1.1231222044022584,1.1190264063006048
"('rolling_24_mean', 'lag_1', 'dayofweek', 'day', 'year')",5,0.42257461262257673,0.4210847574972075,1.1231220526621617,1.1190275628250488
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour')",4,0.4225759353361934,0.42111228335253686,1.122882157948985,1.1188034581575035
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'day')",5,0.4225770123535095,0.421113914751315,1.1228819169627844,1.118804911313584
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'month')",5,0.4225749838705786,0.42111436460113666,1.1228787163220213,1.1187948823786071
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'month', 'day')",6,0.42257600488465835,0.42111596196129475,1.1228784395094316,1.118796394143126
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'quarter')",5,0.42257757167131965,0.4211178179936664,1.122876759004482,1.1187925523876168
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'day', 'quarter')",6,0.4225787184414215,0.4211194695661241,1.1228764738822101,1.118794088210457
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'month', 'quarter')",6,0.42258393182988213,0.4211238758931693,1.1228739393413476,1.1187930140643643
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'month', 'day', 'quarter')",7,0.4225852608814299,0.42112557100918374,1.122873661511404,1.118794532769869
"('rolling_24_mean', 'lag_1', 'hour', 'year')",4,0.42263251020033377,0.4211474086070167,1.122916812696316,1.1188212272724904
"('rolling_24_mean', 'lag_1', 'hour', 'day', 'year')",5,0.422632744214839,0.42114796771309504,1.1229166453657164,1.1188224744945543
"('rolling_24_mean', 'lag_1', 'hour', 'month', 'year')",5,0.42263763840999463,0.4211547340505797,1.1229121854648472,1.1188108257932081
"('rolling_24_mean', 'lag_1', 'hour', 'month', 'day', 'year')",6,0.42263783816626804,0.4211555458618676,1.1229119885939622,1.1188121447176473
"('rolling_24_mean', 'lag_1', 'hour', 'year', 'quarter')",5,0.42263922729685166,0.42115706630746286,1.1229101425515924,1.118808614410923
"('rolling_24_mean', 'lag_1', 'hour', 'month', 'year', 'quarter')",6,0.422639051333772,0.42115763716757165,1.1229079224676073,1.118809201181582
"('rolling_24_mean', 'lag_1', 'hour', 'day', 'year', 'quarter')",6,0.4226395056280092,0.42115793456069406,1.122909939439563,1.1188099547633588
"('rolling_24_mean', 'lag_1', 'hour', 'month', 'day', 'year', 'quarter')",7,0.4226395123168862,0.4211584808948335,1.1229077218865298,1.1188105350767792
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'month', 'year', 'quarter')",7,0.4226558148157292,0.4211831081593236,1.1230622039796025,1.1189861348602996
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'month', 'day', 'year', 'quarter')",8,0.42265628917234876,0.4211840845759502,1.123062025371405,1.1189873471382672
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'year', 'quarter')",6,0.4226581292556283,0.42118613877727235,1.1230641966791415,1.118985531887025
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'day', 'year', 'quarter')",7,0.42265865664089597,0.42118716843551607,1.1230640157447245,1.1189867503955178
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'month', 'year')",6,0.4226593016708248,0.4211876641947118,1.1230659284408704,1.118987478463821
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'month', 'day', 'year')",7,0.42265979189391795,0.4211886816516288,1.1230657530113497,1.1189886776437514
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'year')",5,0.42266157519608777,0.42118974848098245,1.123069660267754,1.1189963796678981
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'day', 'year')",6,0.4226620630520168,0.4211905510303199,1.1230695099126664,1.1189975181250338
"('rolling_24_mean', 'lag_1', 'hour', 'dayofweek')",4,0.4226782136524872,0.421192815257344,1.122904449791001,1.1188054057574892
"('rolling_24_mean', 'lag_1', 'hour', 'dayofweek', 'month')",5,0.42267649791274864,0.4211928349577191,1.1229008419896251,1.1187964757475108
"('rolling_24_mean', 'lag_1', 'hour', 'dayofweek', 'month', 'day')",6,0.4226775378033975,0.4211940064762431,1.1229005869170792,1.1187979414063265
"('rolling_24_mean', 'lag_1', 'hour', 'dayofweek', 'day')",5,0.4226792199927983,0.4211940587259243,1.1229042298078842,1.1188068082603528
"('rolling_24_mean', 'lag_1', 'hour', 'dayofweek', 'quarter')",5,0.4226784426077151,0.42119525875836256,1.1228987589038941,1.1187939706386671
"('rolling_24_mean', 'lag_1', 'hour', 'dayofweek', 'day', 'quarter')",6,0.42267962251432784,0.42119665578250437,1.122898495581124,1.1187954611461024
"('rolling_24_mean', 'lag_1', 'hour', 'dayofweek', 'month', 'quarter')",6,0.4226844713859791,0.42120164716498854,1.122895710276834,1.1187943172119996
"('rolling_24_mean', 'lag_1', 'hour', 'dayofweek', 'month', 'day', 'quarter')",7,0.422685853914012,0.4212030838460622,1.1228954543381318,1.1187957894425742
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'year')",5,0.4226991945991279,0.42123410548183693,1.1228749541161243,1.1187995551578367
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'day', 'year')",6,0.42269941110851866,0.4212347255217173,1.1228747883238384,1.118800783752085
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'month', 'year')",6,0.4227045560214545,0.42124219458025464,1.1228704738424273,1.1187894436765906
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'month', 'day', 'year')",7,0.4227046445959518,0.42124288597516285,1.1228702791262435,1.1187907418282397
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'year', 'quarter')",6,0.4227061998517895,0.42124455722073323,1.1228684902027792,1.1187873014904437
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'month', 'year', 'quarter')",7,0.42270625632436093,0.4212446313579442,1.122866327541543,1.1187879039270947
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'day', 'year', 'quarter')",7,0.4227063859414747,0.4212453829646646,1.1228682893621769,1.1187886206141546
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'month', 'day', 'year', 'quarter')",8,0.4227065359280655,0.42124543666224035,1.1228661291834627,1.1187892167492621
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'dayofweek')",5,0.42274295261645006,0.42127698255263707,1.1228630373319517,1.1187840766637023
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'month')",6,0.4227415884986168,0.4212771437137602,1.1228595445152272,1.1187753927982613
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'day')",6,0.422743967463212,0.4212783164688413,1.1228628198964337,1.1187854570164717
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'month', 'day')",7,0.4227425963982296,0.4212785886383013,1.1228592927625205,1.1187768343488669
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'quarter')",6,0.4227437811260304,0.42128014229487987,1.1228575222307204,1.1187729633885408
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'day', 'quarter')",7,0.42274487673881717,0.42128167088050866,1.122857262389215,1.1187744292784938
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'month', 'quarter')",7,0.42274979845432786,0.42128694722150045,1.1228545541555495,1.1187733380958949
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'month', 'day', 'quarter')",8,0.4227511391387413,0.42128841717650706,1.1228543015486314,1.11877478611973
"('rolling_24_mean', 'lag_1', 'hour', 'dayofweek', 'year')",5,0.42280425359544843,0.4213185816106109,1.1228969933875343,1.1188013838464934
"('rolling_24_mean', 'lag_1', 'hour', 'dayofweek', 'day', 'year')",6,0.42280444600574996,0.42131869053413273,1.1228968460861026,1.118802553691611
"('rolling_24_mean', 'lag_1', 'hour', 'dayofweek', 'month', 'year')",6,0.4228087039795852,0.42132332822356566,1.1228923042600165,1.1187908648413318
"('rolling_24_mean', 'lag_1', 'hour', 'dayofweek', 'month', 'day', 'year')",7,0.422808888226331,0.421323662512136,1.1228921290108167,1.1187921087286339
"('rolling_24_mean', 'lag_1', 'hour', 'dayofweek', 'year', 'quarter')",6,0.4228098542438363,0.421324864269475,1.1228901906894357,1.118788548773119
"('rolling_24_mean', 'lag_1', 'hour', 'dayofweek', 'month', 'year', 'quarter')",7,0.422809228643402,0.4213252681461335,1.122887838210393,1.1187890627154222
"('rolling_24_mean', 'lag_1', 'hour', 'dayofweek', 'day', 'year', 'quarter')",7,0.4228100795394498,0.4213253166926718,1.1228900094334875,1.1187898143695179
"('rolling_24_mean', 'lag_1', 'hour', 'dayofweek', 'month', 'day', 'year', 'quarter')",8,0.42280966833092387,0.4213258457386825,1.1228876594859758,1.1187903213312909
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'year')",6,0.422865249378332,0.4213993596194201,1.1228558021516057,1.1187802026274094
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'day', 'year')",7,0.4228654103665439,0.4213996436268805,1.122855655955258,1.1187813561672608
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'month', 'year')",7,0.42286968300197564,0.4214052496190195,1.1228512608346086,1.1187699743438213
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'month', 'day', 'year')",8,0.42286985772629815,0.42140558905060865,1.1228510872492867,1.1187711997351197
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'year', 'quarter')",7,0.4228710772178174,0.42140694216622093,1.1228492083076338,1.1187677297662055
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'month', 'year', 'quarter')",8,0.42287061126508646,0.4214070991120508,1.1228469167124253,1.118768261597049
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'day', 'year', 'quarter')",8,0.422871271963952,0.4214073578493382,1.1228490288237085,1.1187689764044575
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'month', 'day', 'year', 'quarter')",9,0.4228709165850524,0.4214076435625592,1.1228467397135968,1.1187695014225965
"('rolling_24_std', 'lag_1', 'month', 'quarter')",4,0.42324983534470456,0.4217511587342718,1.1285235171530736,1.1240023087111428
"('rolling_24_std', 'lag_1', 'month', 'day', 'quarter')",5,0.42325009078278925,0.4217532670724392,1.1285231829775981,1.1240039650234888
"('rolling_24_std', 'lag_1', 'quarter')",3,0.42328614059908387,0.42178708385870545,1.1285288510084646,1.1240045309684743
"('rolling_24_std', 'lag_1', 'day', 'quarter')",4,0.4232865290638955,0.42178916745329076,1.1285285058306866,1.1240062071397385
"('rolling_24_std', 'lag_1', 'month')",3,0.4233055401971054,0.4218051694533826,1.1285327900135504,1.124009216658261
"('rolling_24_std', 'lag_1', 'month', 'day')",4,0.4233058403284546,0.4218072105318777,1.1285324573700717,1.1240108632449541
"('rolling_24_std', 'lag_1')",2,0.42332668406709545,0.42182237406134687,1.1285401316804693,1.124023272568918
"('rolling_24_std', 'lag_1', 'day')",3,0.4233265581204598,0.4218239782143565,1.128539855540062,1.1240248239461548
"('rolling_24_std', 'lag_1', 'hour', 'month', 'quarter')",5,0.4233349864526775,0.4218374377421196,1.1278311575623305,1.1233262086477087
"('rolling_24_std', 'lag_1', 'hour', 'month', 'day', 'quarter')",6,0.42333386626894176,0.42183813541829634,1.1278308125847132,1.1233279603236936
"('rolling_24_std', 'lag_1', 'hour', 'quarter')",4,0.42336637156364176,0.42186568242619826,1.1278373513891842,1.1233288445341205
"('rolling_24_std', 'lag_1', 'hour', 'day', 'quarter')",5,0.42336492004566945,0.4218659855164146,1.1278369943664968,1.123330618550415
"('rolling_24_std', 'lag_1', 'hour')",3,0.4233800243139228,0.4218681804866034,1.127850473188068,1.1233498405268063
"('rolling_24_std', 'lag_1', 'hour', 'day')",4,0.4233792161029674,0.4218687505788181,1.127850191639869,1.1233514704761538
"('rolling_24_std', 'lag_1', 'hour', 'month')",4,0.4233776150759822,0.42187367124403236,1.1278419303633034,1.1233341329807667
"('rolling_24_std', 'lag_1', 'hour', 'month', 'day')",5,0.4233763440438067,0.42187402829683607,1.1278415870754477,1.1233358737865675
"('rolling_24_std', 'lag_1', 'month', 'year', 'quarter')",5,0.4234106001062569,0.42190571223645096,1.1285079103650817,1.1239897690943124
"('rolling_24_std', 'lag_1', 'month', 'day', 'year', 'quarter')",6,0.4234100519683681,0.42190641617607405,1.1285076978964061,1.1239911403138865
"('rolling_24_std', 'lag_1', 'year', 'quarter')",4,0.4234461148723654,0.4219401058530425,1.1285119512920319,1.123991228157318
"('rolling_24_std', 'lag_1', 'day', 'year', 'quarter')",5,0.4234456438983476,0.42194076204794184,1.128511735332855,1.1239926068539416
"('rolling_24_std', 'lag_1', 'month', 'year')",4,0.42346504162128723,0.42195812593145565,1.128515918032079,1.1239957008749748
"('rolling_24_std', 'lag_1', 'month', 'day', 'year')",5,0.42346452482387104,0.4219587642720051,1.1285157108072992,1.1239970524758278
