features,n_features,train_mae,test_mae,train_rmse,test_rmse
"('rolling_24_std', 'lag_1', 'lag_24', 'dayofweek', 'month', 'day', 'quarter')",7,0.09634351865780372,0.09611715937233299,0.26428530856486715,0.26355262675664937
"('rolling_24_std', 'lag_1', 'lag_24', 'month', 'day', 'year')",6,0.09634502110519376,0.09611744142509146,0.2642909188990374,0.26355870574319096
"('rolling_24_std', 'lag_1', 'lag_24', 'month', 'year')",5,0.09634514041679201,0.09611777111191036,0.2642909741452259,0.2635584027583603
"('rolling_24_std', 'lag_1', 'lag_24', 'month', 'day', 'year', 'quarter')",7,0.09634527204518191,0.09611881585005558,0.2642897847667885,0.263557885846317
"('rolling_24_std', 'lag_1', 'lag_24', 'day', 'year', 'quarter')",6,0.09634626710330133,0.09611902916650432,0.2642904791226896,0.2635581175495817
"('rolling_24_std', 'lag_1', 'lag_24', 'month', 'year', 'quarter')",6,0.0963453150890377,0.09611906704718903,0.26428984104023623,0.2635575795386735
"('rolling_24_std', 'lag_1', 'lag_24', 'year', 'quarter')",5,0.09634637832616146,0.09611938172714604,0.26429053613893816,0.2635578100146046
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'day')",5,0.09635797175493965,0.09613037292527188,0.26422544440739937,0.26349208888293363
"('rolling_24_std', 'lag_1', 'lag_24', 'hour')",4,0.09635793790887505,0.0961305250394708,0.26422551401537414,0.2634917367814416
"('rolling_24_std', 'lag_1', 'dayofweek', 'year')",4,0.09640194316029876,0.09613148194218941,0.2651992066158426,0.26438294827648173
"('rolling_24_std', 'lag_1', 'dayofweek', 'day', 'year')",5,0.09640185861527358,0.09613154556378233,0.265199161710554,0.2643832510602845
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'month', 'day')",6,0.09636126415385703,0.09613419571255531,0.2642247793633232,0.26349047348037036
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'month')",5,0.09636122452771397,0.09613438575938835,0.2642248573391021,0.2634901113268215
"('rolling_24_std', 'lag_1', 'dayofweek', 'month', 'year', 'quarter')",6,0.09640465948852081,0.09613539558296125,0.26519498005554115,0.2643770935016048
"('rolling_24_std', 'lag_1', 'dayofweek', 'month', 'day', 'year', 'quarter')",7,0.09640463506937191,0.09613559299163453,0.2651949229839174,0.2643774252353721
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'day', 'quarter')",6,0.09636269036571084,0.09613621656598982,0.26422426891489215,0.26348977290838477
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'quarter')",5,0.0963626598897946,0.09613637060263977,0.26422434949236245,0.2634894050403832
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'month', 'day', 'quarter')",7,0.09636303530949065,0.09613792002269628,0.2642232836592975,0.26348938705048097
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'month', 'quarter')",6,0.09636293758369888,0.09613800457820738,0.2642233619547565,0.26348902297656907
"('rolling_24_std', 'lag_1', 'lag_24', 'dayofweek', 'day', 'year')",6,0.09636635732487633,0.09613866879386633,0.26428565381776836,0.26355413276306794
"('rolling_24_std', 'lag_1', 'lag_24', 'dayofweek', 'year')",5,0.09636637102447353,0.09613882888483269,0.2642856970506601,0.26355385831346945
"('rolling_24_std', 'lag_1', 'dayofweek', 'month', 'year')",5,0.09640919434407885,0.09613917484323609,0.26519694791963777,0.26437890965292
"('rolling_24_std', 'lag_1', 'dayofweek', 'year', 'quarter')",5,0.09640892882065796,0.0961392640032855,0.26519598483556395,0.26437770840399827
"('rolling_24_std', 'lag_1', 'dayofweek', 'month', 'day', 'year')",6,0.09640911696808037,0.09613929039945464,0.26519689216581627,0.26437923699209975
"('rolling_24_std', 'lag_1', 'dayofweek', 'day', 'year', 'quarter')",6,0.09640887638145515,0.09613940718715677,0.26519592683538223,0.2643780417484339
"('rolling_24_std', 'lag_1', 'lag_24', 'dayofweek', 'month', 'day', 'year')",7,0.09637091694204918,0.09614351068323884,0.2642849455926316,0.26355247634816664
"('rolling_24_std', 'lag_1', 'lag_24', 'dayofweek', 'month', 'year')",6,0.09637091617002039,0.09614368763138446,0.2642849946307919,0.2635521910266029
"('rolling_24_std', 'lag_1', 'lag_24', 'dayofweek', 'month', 'day', 'year', 'quarter')",8,0.09637107514516831,0.09614486739692489,0.2642837538613425,0.2635515947885809
"('rolling_24_std', 'lag_1', 'lag_24', 'dayofweek', 'month', 'year', 'quarter')",7,0.09637104200446678,0.09614501373308099,0.26428380386246203,0.2635513061857795
"('rolling_24_std', 'lag_1', 'lag_24', 'dayofweek', 'day', 'year', 'quarter')",7,0.096372136291689,0.09614502553668021,0.2642844908065762,0.2635518630918652
"('rolling_24_std', 'lag_1', 'lag_24', 'dayofweek', 'year', 'quarter')",6,0.09637212190696079,0.09614523104768327,0.2642845415511999,0.2635515731233566
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'day', 'year')",6,0.09638392868838198,0.09615661564465675,0.26422367907569266,0.2634910066754697
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'year')",5,0.09638404350734689,0.09615684919031817,0.26422372844899106,0.26349070348730386
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'month', 'day', 'year')",7,0.09638898988343012,0.0961618870134757,0.26422278941488847,0.2634890599928558
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'month', 'year')",6,0.09638910181460836,0.09616217180634495,0.2642228457571828,0.26348874393557864
"('rolling_24_std', 'lag_1', 'hour')",3,0.09643716271229968,0.09616285931411762,0.2650539735043261,0.264239043703682
"('rolling_24_std', 'lag_1', 'hour', 'day')",4,0.09643722307259066,0.09616286671637622,0.26505389240734284,0.26423945478015404
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'day', 'year', 'quarter')",7,0.09639027495979664,0.09616360161005952,0.26422226057899245,0.26348838118402634
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'month', 'day', 'year', 'quarter')",8,0.09638928766124898,0.09616383541363457,0.26422146800771756,0.2634880982493353
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'year', 'quarter')",6,0.09639037485658476,0.09616389602642422,0.26422231884425573,0.26348806006430064
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'month', 'year', 'quarter')",7,0.09638933627681433,0.09616408769046626,0.26422152547180766,0.2634877784829149
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'day')",6,0.09639283669167473,0.09616546852204806,0.2642183875471651,0.26348483674720685
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek')",5,0.09639271607731567,0.09616549710579861,0.2642184495902677,0.26348450435015
"('rolling_24_std', 'lag_1', 'hour', 'month', 'quarter')",5,0.09643863652437085,0.0961671425493385,0.2650493907684109,0.2642330001559282
"('rolling_24_std', 'lag_1', 'hour', 'month', 'day', 'quarter')",6,0.09643873382962023,0.09616733036046764,0.2650492928465056,0.2642334378937056
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'month')",6,0.09639566413930747,0.09616881181175263,0.2642177858486355,0.26348286119205927
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'month', 'day')",7,0.09639580077330281,0.09616884415070849,0.2642177158538303,0.26348320423970434
"('rolling_24_std', 'lag_1', 'hour', 'month')",4,0.09644188760702092,0.09616902147966035,0.265051882149243,0.26423520238884846
"('rolling_24_std', 'lag_1', 'hour', 'month', 'day')",5,0.09644189422201609,0.09616904771723953,0.2650517846747056,0.26423563747996265
"('rolling_24_std', 'lag_1', 'hour', 'quarter')",4,0.09644194375821724,0.09616970680104736,0.26505080007346626,0.26423385435459795
"('rolling_24_std', 'lag_1', 'hour', 'day', 'quarter')",5,0.0964419788225859,0.09616978257649948,0.2650506990953406,0.26423429656988745
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'quarter')",6,0.0963969566247083,0.09617062144416692,0.2642172604120093,0.2634821258632111
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'day', 'quarter')",7,0.09639709630060223,0.09617065414760789,0.26421718789198073,0.26348247474452047
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'month', 'day', 'quarter')",8,0.09639739233080907,0.0961723234783307,0.26421614607826055,0.26348204047485313
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'month', 'quarter')",7,0.09639721431701312,0.0961723563703823,0.2642162163422234,0.26348169562608253
"('rolling_24_mean', 'lag_1')",2,0.0964614515246481,0.09617407951320728,0.26391866261178837,0.26320430888282687
"('rolling_24_mean', 'lag_1', 'day')",3,0.09646156918762615,0.09617423610283475,0.2639185974484992,0.26320465996307324
"('rolling_24_mean', 'lag_1', 'month')",3,0.09646212702435204,0.09617476724345037,0.2639179454762182,0.26320241761740054
"('rolling_24_mean', 'lag_1', 'month', 'day')",4,0.0964622668386463,0.09617494903185607,0.2639178718324949,0.26320277942864356
"('rolling_24_mean', 'lag_1', 'quarter')",3,0.09646258439841782,0.09617542626191192,0.2639175499422059,0.2632018736657976
"('rolling_24_mean', 'lag_1', 'day', 'quarter')",4,0.09646274783410652,0.09617561110366546,0.2639174743987542,0.26320224025756467
"('rolling_24_mean', 'lag_1', 'month', 'quarter')",4,0.09646320688027207,0.09617650326383022,0.26391699811381253,0.26320184826934206
"('rolling_24_mean', 'lag_1', 'month', 'day', 'quarter')",5,0.09646337585732662,0.09617673518121968,0.2639169242277672,0.26320221158317925
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'day', 'year')",7,0.09641892466989128,0.09619184405946193,0.26421661385552087,0.26348376396884055
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'year')",6,0.09641893251827402,0.0961919783690319,0.26421665685087203,0.26348348112195996
"('rolling_24_mean', 'lag_1', 'year')",3,0.09648144898987678,0.09619360591459276,0.2639175016251212,0.2632038190187007
"('rolling_24_mean', 'lag_1', 'day', 'year')",4,0.09648142408318543,0.0961936228257678,0.26391745246905784,0.26320412813298705
"('rolling_24_mean', 'lag_1', 'month', 'day', 'year')",5,0.09648339630539017,0.09619557719485364,0.2639165393599691,0.26320196640459775
"('rolling_24_mean', 'lag_1', 'month', 'year')",4,0.09648343056469572,0.09619557851864093,0.2639165955661676,0.2632016444698799
"('rolling_24_mean', 'lag_1', 'day', 'year', 'quarter')",5,0.09648373868189303,0.0961961390132756,0.2639161384145622,0.26320145997858024
"('rolling_24_mean', 'lag_1', 'year', 'quarter')",4,0.09648377933031953,0.09619614978559773,0.26391619609862327,0.2632011338587251
"('rolling_24_mean', 'lag_1', 'month', 'year', 'quarter')",5,0.09648335103458626,0.09619628790184567,0.26391576262972244,0.2632011420532495
"('rolling_24_mean', 'lag_1', 'month', 'day', 'year', 'quarter')",6,0.09648333968733636,0.09619630753368182,0.263915705536467,0.2632014670180938
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'month', 'day', 'year')",8,0.09642343199374455,0.09619675191079419,0.26421571591134274,0.2634817985410725
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'month', 'year')",7,0.09642345982895216,0.09619691294398366,0.26421576545368003,0.2634815022885325
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'day', 'year', 'quarter')",8,0.09642459743910263,0.0961984029105922,0.2642151681390501,0.26348108966817585
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'year', 'quarter')",7,0.09642462523348172,0.09619858449287044,0.2642152195277633,0.2634807882409577
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'month', 'day', 'year', 'quarter')",9,0.09642370625689498,0.09619864360834113,0.26421432513618287,0.2634807635882123
"('rolling_24_std', 'lag_1', 'lag_24', 'hour', 'dayofweek', 'month', 'year', 'quarter')",8,0.0964236763503949,0.09619879606746823,0.2642143757253418,0.26348046367378125
"('rolling_24_mean', 'lag_1', 'dayofweek')",3,0.09648816061843737,0.09619993483222333,0.26391512017739194,0.2632005164641926
"('rolling_24_mean', 'lag_1', 'dayofweek', 'day')",4,0.09648833342638662,0.09620008497941371,0.26391506027263095,0.26320085313707847
"('rolling_24_mean', 'lag_1', 'dayofweek', 'month')",4,0.09648862139524106,0.09620055441390499,0.2639143940678277,0.2631986049385238
"('rolling_24_mean', 'lag_1', 'dayofweek', 'month', 'day')",5,0.0964888095443892,0.09620077181500558,0.26391432597689524,0.26319895286105904
"('rolling_24_mean', 'lag_1', 'dayofweek', 'quarter')",4,0.09648906981641583,0.09620104382088274,0.263913986486826,0.263198040828188
"('rolling_24_mean', 'lag_1', 'dayofweek', 'day', 'quarter')",5,0.09648926999005933,0.0962012882064823,0.2639139165338904,0.26319839359097563
"('rolling_24_mean', 'lag_1', 'dayofweek', 'month', 'quarter')",5,0.09648976465138975,0.09620179383052976,0.2639134072167097,0.2631979955184263
"('rolling_24_mean', 'lag_1', 'dayofweek', 'month', 'day', 'quarter')",6,0.0964899646644429,0.09620202062974233,0.26391333891849245,0.26319834485743526
"('rolling_24_mean', 'lag_1', 'lag_24')",3,0.09648383916189714,0.09620215556505646,0.2639097967927208,0.26320010453607384
"('rolling_24_mean', 'lag_1', 'lag_24', 'day')",4,0.09648395498168139,0.09620229960190695,0.26390973238477705,0.263200450608751
"('rolling_24_mean', 'lag_1', 'lag_24', 'month')",4,0.09648448089037064,0.0962027960332302,0.2639091004271264,0.2631982612610918
"('rolling_24_mean', 'lag_1', 'lag_24', 'month', 'day')",5,0.09648460301548148,0.0962028783253076,0.2639090277120456,0.2631986177575646
"('rolling_24_std', 'lag_1', 'hour', 'day', 'year')",5,0.09648037047221174,0.0962030272485719,0.26505080072861315,0.26423713446819574
"('rolling_24_std', 'lag_1', 'hour', 'year')",4,0.09648050420725274,0.09620315030998804,0.2650508534900319,0.26423679205701
"('rolling_24_mean', 'lag_1', 'lag_24', 'quarter')",4,0.09648495933120228,0.09620341232523655,0.2639087154455403,0.2631977319845044
"('rolling_24_mean', 'lag_1', 'lag_24', 'day', 'quarter')",5,0.09648509063641705,0.0962035166030294,0.2639086408654588,0.26319809317440757
"('rolling_24_mean', 'lag_1', 'lag_24', 'month', 'quarter')",5,0.09648562301332875,0.09620447521487971,0.2639081770170198,0.26319771253638174
"('rolling_24_mean', 'lag_1', 'lag_24', 'month', 'day', 'quarter')",6,0.09648574986857418,0.09620463451605217,0.26390810406296394,0.2631980705131604
"('rolling_24_std', 'lag_1', 'hour', 'month', 'day', 'year', 'quarter')",7,0.09648381591492128,0.09620917724052873,0.26504598297252285,0.26423071658353386
"('rolling_24_std', 'lag_1', 'hour', 'month', 'year', 'quarter')",6,0.09648399136715295,0.09620929742849713,0.26504604994412,0.2642303415317834
"('rolling_24_std', 'lag_1', 'hour', 'month', 'day', 'year')",6,0.09648878604603167,0.09621279355307807,0.26504817066777747,0.26423265693306364
"('rolling_24_std', 'lag_1', 'hour', 'month', 'year')",5,0.09648902043472395,0.0962129586278722,0.2650482360882133,0.26423228690593903
"('rolling_24_std', 'lag_1', 'hour', 'day', 'year', 'quarter')",6,0.09648860325446357,0.09621320454631406,0.2650470810918697,0.264231358216478
"('rolling_24_std', 'lag_1', 'hour', 'year', 'quarter')",5,0.09648884936309453,0.09621340188877228,0.2650471490838476,0.2642309815334896
"('rolling_24_mean', 'lag_1', 'dayofweek', 'year')",4,0.09650807999020783,0.09621945254876627,0.26391395725802647,0.2632000342525284
"('rolling_24_mean', 'lag_1', 'dayofweek', 'day', 'year')",5,0.0965080554207093,0.09621947552452517,0.26391391267007097,0.2632003286475217
"('rolling_24_mean', 'lag_1', 'lag_24', 'day', 'year')",5,0.09650336317367827,0.09622123790678566,0.2639086182790882,0.2631999389968606
"('rolling_24_mean', 'lag_1', 'lag_24', 'year')",4,0.09650340272801886,0.09622127297681345,0.26390866698079374,0.26319963398563595
"('rolling_24_mean', 'lag_1', 'dayofweek', 'month', 'year')",5,0.09650991042293325,0.09622137152822552,0.2639130409057116,0.26319783852226136
"('rolling_24_mean', 'lag_1', 'dayofweek', 'month', 'day', 'year')",6,0.09650988597492105,0.09622139783645449,0.2639129895600575,0.26319814618914666
"('rolling_24_mean', 'lag_1', 'dayofweek', 'month', 'year', 'quarter')",6,0.09650990401662832,0.09622169199911819,0.2639121709928052,0.26319729815649107
"('rolling_24_mean', 'lag_1', 'dayofweek', 'month', 'day', 'year', 'quarter')",7,0.0965099289170355,0.09622173704325429,0.2639121188055604,0.26319760881367743
"('rolling_24_mean', 'lag_1', 'dayofweek', 'year', 'quarter')",5,0.09651027137767865,0.09622182527727349,0.26391262872766413,0.2631973072154822
"('rolling_24_mean', 'lag_1', 'dayofweek', 'day', 'year', 'quarter')",6,0.09651026637531769,0.09622185096871982,0.2639125759433283,0.2631976191262608
"('rolling_24_mean', 'lag_1', 'lag_24', 'month', 'day', 'year')",6,0.0965052255275445,0.09622324179422433,0.26390773129538003,0.26319783235037175
"('rolling_24_mean', 'lag_1', 'lag_24', 'month', 'year')",5,0.09650526738619734,0.09622327485819494,0.26390778691182026,0.263197514865043
"('rolling_24_mean', 'lag_1', 'lag_24', 'day', 'year', 'quarter')",6,0.09650556737059678,0.0962238130305429,0.2639073409427258,0.26319733981804405
"('rolling_24_mean', 'lag_1', 'lag_24', 'year', 'quarter')",5,0.09650560347675094,0.09622384532871012,0.2639073980113244,0.26319701822696934
"('rolling_24_mean', 'lag_1', 'lag_24', 'month', 'year', 'quarter')",6,0.09650525010067182,0.0962238991896633,0.2639069748981415,0.26319703064953937
"('rolling_24_mean', 'lag_1', 'lag_24', 'month', 'day', 'year', 'quarter')",7,0.09650521282269044,0.0962239058336951,0.2639069184097799,0.26319735111057435
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek')",4,0.09650962371820676,0.09622718380998323,0.2639063640615973,0.2631963969379345
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'day')",5,0.09650980743309512,0.09622735956373436,0.26390630479687743,0.2631967290008443
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'month')",5,0.09651013477340423,0.09622780120421458,0.2639056588624537,0.26319453359015094
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'month', 'day')",6,0.09651029806354755,0.09622799595732759,0.2639055915747781,0.26319487658478263
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'quarter')",5,0.09651057761439581,0.09622833321465986,0.26390526211960347,0.26319398455960286
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'day', 'quarter')",6,0.09651074547726236,0.09622850922836312,0.26390519300325305,0.26319433230616845
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'month', 'quarter')",6,0.09651121932093146,0.09622902915297524,0.26390469692119917,0.2631939456848483
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'month', 'day', 'quarter')",7,0.09651141316015711,0.09622920991774854,0.26390462942894394,0.26319429007559997
"('rolling_24_std', 'lag_1', 'hour', 'dayofweek')",4,0.09650441034604916,0.0962306067400375,0.26504255003459176,0.26422807218260935
"('rolling_24_std', 'lag_1', 'hour', 'dayofweek', 'day')",5,0.09650453815680914,0.09623067940537403,0.2650424792978394,0.2642284556689975
"('rolling_24_mean', 'lag_1', 'hour', 'day')",4,0.0965140363819289,0.09623089088703529,0.26386913276787044,0.26315433793519577
"('rolling_24_mean', 'lag_1', 'hour')",3,0.09651380287250712,0.0962309230421596,0.2638691993981661,0.26315397464583995
"('rolling_24_mean', 'lag_1', 'hour', 'month')",4,0.09651486660956542,0.09623214229489936,0.26386832812239,0.26315181551905104
"('rolling_24_mean', 'lag_1', 'hour', 'month', 'day')",5,0.09651509880665977,0.09623215548236688,0.2638682520129145,0.2631521917831777
"('rolling_24_mean', 'lag_1', 'hour', 'quarter')",4,0.0965154932847649,0.09623298418988235,0.2638678602860551,0.2631511962670716
"('rolling_24_mean', 'lag_1', 'hour', 'day', 'quarter')",5,0.09651572074401024,0.09623301380080442,0.2638677821016376,0.263151577748747
"('rolling_24_std', 'lag_1', 'hour', 'dayofweek', 'month', 'quarter')",6,0.09650531101913243,0.09623357764963472,0.26503783855519697,0.2642218731817775
"('rolling_24_std', 'lag_1', 'hour', 'dayofweek', 'month', 'day', 'quarter')",7,0.09650543637021193,0.09623381386422582,0.2650377520664504,0.2642222840706357
"('rolling_24_mean', 'lag_1', 'hour', 'month', 'quarter')",5,0.09651613397971939,0.09623417930031153,0.26386722591285916,0.2631511363382304
"('rolling_24_mean', 'lag_1', 'hour', 'month', 'day', 'quarter')",6,0.09651639477423506,0.09623421896798606,0.26386714953360874,0.26315151427712374
"('rolling_24_std', 'lag_1', 'hour', 'dayofweek', 'month')",5,0.09650826821560467,0.0962355848025508,0.2650404481105172,0.26422420383390177
"('rolling_24_std', 'lag_1', 'hour', 'dayofweek', 'month', 'day')",6,0.09650832580382437,0.09623570482148742,0.2650403619946514,0.26422461225051114
"('rolling_24_std', 'lag_1', 'hour', 'dayofweek', 'quarter')",5,0.09650829644657907,0.0962360336954676,0.2650393323818483,0.2642228056054276
"('rolling_24_std', 'lag_1', 'hour', 'dayofweek', 'day', 'quarter')",6,0.096508342638402,0.09623618783044864,0.2650392428919002,0.2642232213086459
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'year')",5,0.09652910770181053,0.0962463756518809,0.2639052321816948,0.2631959336402741
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'day', 'year')",6,0.09652911060395397,0.09624637833692662,0.2639051879548378,0.26319622433108153
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'month', 'year')",6,0.09653093482403424,0.09624822175623758,0.2639043419650248,0.263193793490456
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'month', 'day', 'year')",7,0.0965309100986533,0.09624824834954669,0.2639042911062027,0.2631940970979539
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'month', 'year', 'quarter')",7,0.09653091074466673,0.09624843570586342,0.2639034938764308,0.26319327218024213
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'month', 'day', 'year', 'quarter')",8,0.0965309174766177,0.09624844379269347,0.26390344218999806,0.26319357872451626
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'year', 'quarter')",6,0.0965312783161609,0.09624865076563585,0.26390394065771333,0.26319327657871744
"('rolling_24_mean', 'lag_1', 'lag_24', 'dayofweek', 'day', 'year', 'quarter')",7,0.09653126234228752,0.09624865787308325,0.2639038883845449,0.26319358434948753
"('rolling_24_mean', 'lag_1', 'hour', 'day', 'year')",5,0.09653483537324495,0.09625076636388726,0.2638678043355884,0.263153654553595
"('rolling_24_mean', 'lag_1', 'hour', 'year')",4,0.09653476380999076,0.09625086004862478,0.26386785361590187,0.2631533371836107
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour')",4,0.09652979690928207,0.09625229008711453,0.2638624594492808,0.2631513304766474
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'day')",5,0.09653000201354811,0.09625229049554819,0.26386239351593327,0.2631516890364749
"('rolling_24_mean', 'lag_1', 'hour', 'month', 'day', 'year')",6,0.09653728012885733,0.09625325673889568,0.2638667007572293,0.26315118504672536
"('rolling_24_mean', 'lag_1', 'hour', 'month', 'year')",5,0.09653722028397295,0.09625340464034747,0.2638667578257874,0.2631508525054511
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'month')",5,0.09653074981440582,0.09625375865580715,0.2638616114187757,0.26314921966547183
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'month', 'day')",6,0.09653097068967897,0.09625376512796129,0.2638615361835341,0.26314959085615874
"('rolling_24_mean', 'lag_1', 'hour', 'day', 'year', 'quarter')",6,0.09653779564196506,0.09625399754397976,0.263866227463249,0.2631506067918421
"('rolling_24_mean', 'lag_1', 'hour', 'year', 'quarter')",5,0.09653773652400104,0.09625415956731594,0.26386628613537416,0.2631502696446676
"('rolling_24_mean', 'lag_1', 'hour', 'month', 'day', 'year', 'quarter')",7,0.09653750120271179,0.09625421496745126,0.2638657303854238,0.26315059059823126
"('rolling_24_mean', 'lag_1', 'hour', 'month', 'year', 'quarter')",6,0.09653741884514493,0.09625432594439039,0.2638657884198055,0.2631502547058705
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'quarter')",5,0.09653134238681808,0.09625458732167724,0.2638611551064314,0.26314861481305096
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'day', 'quarter')",6,0.0965315671668015,0.09625459238018426,0.2638610778309709,0.2631489911319442
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'month', 'quarter')",6,0.09653199318518563,0.09625555064713076,0.26386053498580564,0.2631485604369355
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'month', 'day', 'quarter')",7,0.09653225838804193,0.09625558191419034,0.2638604594838286,0.26314893328135386
"('rolling_24_mean', 'lag_1', 'hour', 'dayofweek')",4,0.09654867987382033,0.09626505935120584,0.26386494891081447,0.26314951174908247
"('rolling_24_mean', 'lag_1', 'hour', 'dayofweek', 'day')",5,0.09654892333858359,0.09626511684717311,0.2638648880864306,0.2631498589121969
"('rolling_24_mean', 'lag_1', 'hour', 'dayofweek', 'month')",5,0.09654946609785477,0.09626598807281102,0.26386406558170267,0.2631473271532713
"('rolling_24_mean', 'lag_1', 'hour', 'dayofweek', 'month', 'day')",6,0.09654971375425214,0.09626607110252379,0.26386399563155544,0.2631476878907104
"('rolling_24_mean', 'lag_1', 'hour', 'dayofweek', 'quarter')",5,0.0965500597017608,0.09626674754983562,0.2638635827394385,0.26314668395007695
"('rolling_24_mean', 'lag_1', 'hour', 'dayofweek', 'day', 'quarter')",6,0.09655031256844371,0.0962668138178062,0.2638635107600922,0.26314704997514893
"('rolling_24_mean', 'lag_1', 'hour', 'dayofweek', 'month', 'quarter')",6,0.09655085548656321,0.09626784496082409,0.2638629154531214,0.2631465999307393
"('rolling_24_mean', 'lag_1', 'hour', 'dayofweek', 'month', 'day', 'quarter')",7,0.09655111312643808,0.09626789455268568,0.2638628452729829,0.26314696224465134
"('rolling_24_std', 'lag_1', 'hour', 'dayofweek', 'day', 'year')",6,0.0965463440585802,0.09626932944696984,0.2650393780216914,0.26422615473423333
"('rolling_24_std', 'lag_1', 'hour', 'dayofweek', 'year')",5,0.09654642854645193,0.09626944022771469,0.26503942245998213,0.26422584092845636
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'day', 'year')",6,0.09655048804456637,0.09627170276543703,0.26386109795208473,0.26315102625088854
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'year')",5,0.09655042243270447,0.09627179047675519,0.2638611468328064,0.2631507126807262
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'month', 'day', 'year')",7,0.09655270245073526,0.09627431281911797,0.2638600234367424,0.2631486120404519
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'month', 'year')",6,0.09655264304923886,0.09627445824265611,0.2638600799695692,0.2631482836771638
"('rolling_24_std', 'lag_1', 'hour', 'dayofweek', 'month', 'day', 'year', 'quarter')",8,0.09654922438553472,0.09627482597725846,0.26503443825202966,0.2642195877517654
"('rolling_24_std', 'lag_1', 'hour', 'dayofweek', 'month', 'year', 'quarter')",7,0.09654932730505894,0.09627489271002806,0.2650344958171927,0.26421924055857726
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'day', 'year', 'quarter')",7,0.09655319054295013,0.09627506642995334,0.2638595616818087,0.2631480473859631
"('rolling_24_mean', 'lag_1', 'lag_24', 'hour', 'month', 'day', 'year', 'quarter')",8,0.09655289387204713,0.09627513571016498,0.2638590755988611,0.26314803508185974
